"Município";"101-5 Órgão Público do Poder Executivo Federal";"102-3 Órgão Público do Poder Executivo Estadual ou do Distrito Federal";"103-1 Órgão Público do Poder Executivo Municipal";"110-4 Autarquia Federal";"111-2 Autarquia Estadual ou do Distrito Federal";"112-0 Autarquia Municipal";"113-9 Fundação Pública de Direito Público Federal";"114-7 Fundação Pública de Direito Público Estadual ou do Distrito Federal";"115-5 Fundação Pública de Direito Público Municipal";"121-0 Consórcio Público de Direito Público (Associação Pública)";"124-4 Município";"127-9 Fundação Pública de Direito Privado Municipal";"201-1 Empresa Pública";"203-8 Sociedade de Economia Mista";"204-6 Sociedade Anônima Aberta";"205-4 Sociedade Anônima Fechada";"206-2 Sociedade Empresária Limitada";"212-7 Sociedade em Conta de Participação";"213-5 Empresário (Individual)";"214-3 Cooperativa";"215-1 Consórcio de Sociedades";"221-6 Empresa Domiciliada no Exterior";"223-2 Sociedade Simples Pura";"224-0 Sociedade Simples Limitada";"225-9 Sociedade Simples em Nome Coletivo";"230-5 Empresa Individual de Responsabilidade Limitada (de Natureza Empresária)";"231-3 Empresa Individual de Responsabilidade Limitada (de Natureza Simples)";"232-1 Sociedade Unipessoal de Advogados";"306-9 Fundação Privada";"307-7 Serviço Social Autônomo";"308-5 Condomínio Edilício";"313-1 Entidade Sindical";"322-0 Organização Religiosa";"399-9 Associação Privada";"401-4 Empresa Individual Imobiliária";"Total"
"353720 Pedro de Toledo";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;10
"353730 Penápolis";-;-;-;-;-;-;-;-;-;5;15;-;-;-;-;-;46;-;13;1;-;-;-;2;-;3;1;-;-;-;-;-;-;5;-;91
"353740 Pereira Barreto";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;7;-;17;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;42
"353750 Pereiras";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;10
"353760 Peruíbe";-;-;-;-;-;-;-;-;-;-;30;-;-;-;-;-;8;-;3;-;-;-;-;5;-;3;-;-;-;-;-;-;-;2;-;51
"353770 Piacatu";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"353780 Piedade";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;10;-;2;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;29
"353790 Pilar do Sul";-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;5;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3;-;24
"353800 Pindamonhangaba";-;-;-;-;-;-;-;-;-;-;49;-;-;-;1;-;56;-;8;4;-;-;1;24;-;3;-;-;1;-;-;-;-;4;-;151
"353810 Pindorama";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;2;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;14
"353820 Pinhalzinho";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;2;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;13
"353830 Piquerobi";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353850 Piquete";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"353860 Piracaia";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;2;-;-;-;-;-;-;2;-;2;1;-;-;-;-;-;-;3;-;15
"353870 Piracicaba";-;10;-;-;2;-;-;1;-;-;107;-;-;-;-;1;242;-;25;12;-;-;7;96;-;24;4;-;-;1;-;1;-;12;-;545
"353880 Piraju";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;14;-;9;-;-;-;-;-;-;3;-;-;-;-;-;-;-;3;-;43
"353890 Pirajuí";-;3;-;-;-;-;-;-;-;-;11;-;-;-;-;-;7;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;5;-;30
"353900 Pirangi";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;4;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2;-;16
"353910 Pirapora do Bom Jesus";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;11
"353920 Pirapozinho";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;6;-;1;-;-;-;-;4;-;-;-;-;-;-;-;-;-;2;-;28
"353930 Pirassununga";-;-;-;-;2;-;-;-;-;-;27;-;-;-;-;2;51;-;3;1;-;-;4;6;-;4;-;-;-;-;-;-;-;3;-;103
"353940 Piratininga";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;11
"353950 Pitangueiras";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;6;-;2;1;-;-;3;5;-;-;-;-;-;-;-;-;-;2;-;33
"353960 Planalto";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"353970 Platina";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"353980 Poá";-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;9;-;3;-;-;-;-;4;-;3;-;-;-;-;-;-;-;1;-;49
"353990 Poloni";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;4;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"354000 Pompéia";-;-;18;-;-;-;-;-;-;-;1;-;-;-;-;-;12;-;26;-;-;-;-;4;-;1;-;-;-;-;-;-;-;2;-;64
"354010 Pongaí";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354020 Pontal";-;1;-;-;-;-;-;-;-;-;21;-;-;-;-;2;14;-;13;-;-;-;2;8;-;2;-;-;-;-;-;-;-;3;-;66
"354025 Pontalinda";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354030 Pontes Gestal";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354040 Populina";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;4
"354050 Porangaba";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;9
"354060 Porto Feliz";-;1;-;-;-;-;-;-;-;-;17;-;-;-;-;-;15;-;4;-;-;-;-;3;-;2;-;-;-;-;-;-;-;3;-;45
"354070 Porto Ferreira";-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;-;32;-;5;-;-;-;1;19;-;7;3;-;-;-;-;-;-;3;-;88
"354075 Potim";-;2;-;-;-;-;-;-;-;-;11;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;14
"354080 Potirendaba";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;5;-;3;-;-;-;-;2;-;-;1;-;-;-;-;-;-;2;-;21
"354085 Pracinha";-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354090 Pradópolis";-;-;-;-;-;-;-;-;-;-;9;-;-;-;-;-;3;-;-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;15
"354100 Praia Grande";-;2;-;-;-;-;-;-;-;-;61;-;-;-;1;5;66;-;16;1;-;-;1;23;-;8;1;-;-;-;-;-;-;4;-;189
"354105 Pratânia";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354110 Presidente Alves";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354120 Presidente Bernardes";-;2;-;-;-;-;-;1;-;-;10;-;-;-;-;-;3;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;2;-;21
"354130 Presidente Epitácio";-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;10;-;5;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;34
"354140 Presidente Prudente";-;10;1;-;1;-;-;-;-;-;61;-;-;-;-;1;118;-;19;4;-;-;34;113;-;17;10;-;2;2;-;1;-;13;-;407
"354150 Presidente Venceslau";-;3;-;-;-;-;-;-;-;-;14;-;-;-;-;-;16;-;4;-;-;-;-;7;-;1;1;-;-;-;-;-;-;2;-;48
"354160 Promissão";-;2;-;-;-;-;-;-;-;-;14;-;-;-;-;-;12;-;7;-;-;-;-;4;-;1;1;-;-;-;-;-;-;2;-;43
"354165 Quadra";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354170 Quatá";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;3;-;7;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;23
"354180 Queiroz";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354190 Queluz";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;10
"354200 Quintana";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;12
"354210 Rafard";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354220 Rancharia";-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;18;-;4;-;-;-;-;4;-;-;-;-;-;-;-;-;-;3;-;42
"354230 Redenção da Serra";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354240 Regente Feijó";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;5;-;-;-;-;-;-;2;-;-;1;-;-;-;-;-;-;2;-;20
"354250 Reginópolis";-;2;-;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7
"354260 Registro";1;3;-;-;-;-;-;-;-;2;25;-;-;-;-;1;22;-;2;-;-;-;-;7;-;-;1;-;-;-;-;-;-;6;-;70
"354270 Restinga";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354280 Ribeira";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"354290 Ribeirão Bonito";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;2;-;3;-;-;-;-;1;-;-;1;-;-;-;-;-;-;2;-;15
"354300 Ribeirão Branco";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;13
"354310 Ribeirão Corrente";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354320 Ribeirão do Sul";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354323 Ribeirão dos Índios";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354325 Ribeirão Grande";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354330 Ribeirão Pires";-;-;-;-;-;-;-;-;-;-;25;-;-;-;-;4;15;-;2;-;-;-;-;35;-;5;1;-;-;-;-;-;-;3;-;90
"354340 Ribeirão Preto";-;13;-;-;4;2;-;-;-;-;81;-;-;-;1;5;344;1;96;4;-;-;313;125;10;55;106;-;7;-;-;-;-;26;-;1193
"354360 Rifaina";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"354370 Rincão";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;9
"354380 Rinópolis";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;10
"354390 Rio Claro";-;4;-;-;-;-;-;1;45;-;-;-;-;-;1;1;127;-;13;3;-;-;1;54;-;18;2;-;-;-;-;-;-;6;-;276
"354400 Rio das Pedras";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;1;11;-;1;2;-;-;-;8;-;1;-;-;-;-;-;1;-;1;-;32
"354410 Rio Grande da Serra";-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;20
"354420 Riolândia";-;2;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;-;10
"354350 Riversul";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"354425 Rosana";-;1;-;-;-;-;-;-;-;-;10;-;-;-;-;-;4;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;19
"354430 Roseira";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;3;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;12
"354440 Rubiácea";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354450 Rubinéia";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354460 Sabino";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354470 Sagres";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354480 Sales";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354490 Sales Oliveira";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;6;-;4;-;-;-;-;-;-;1;2;-;-;-;-;-;-;3;-;26
"354500 Salesópolis";-;-;-;-;-;-;-;-;-;-;12;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;13
"354510 Salmourão";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354515 Saltinho";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354520 Salto";-;-;-;-;-;-;-;-;-;-;29;-;-;-;-;-;42;-;11;3;-;-;1;6;-;3;-;-;-;-;-;-;-;3;-;98
"354530 Salto de Pirapora";-;-;-;-;-;-;-;-;-;-;18;-;-;-;-;1;5;-;4;-;-;1;-;1;-;1;-;-;-;-;-;-;-;1;-;32
"354540 Salto Grande";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;8
"354550 Sandovalina";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354560 Santa Adélia";-;-;-;-;-;-;-;-;-;-;10;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;17
"354570 Santa Albertina";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"354580 Santa Bárbara d'Oeste";-;2;-;-;-;-;-;-;-;-;33;-;-;-;-;2;53;-;6;3;-;-;1;6;-;5;-;-;-;1;-;-;-;4;-;116
"354600 Santa Branca";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;11
"354610 Santa Clara d'Oeste";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354620 Santa Cruz da Conceição";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354625 Santa Cruz da Esperança";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"354630 Santa Cruz das Palmeiras";-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;12;-;2;-;-;-;-;5;-;2;-;-;-;-;-;-;-;2;-;34
"354640 Santa Cruz do Rio Pardo";-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;17;-;19;1;-;-;-;5;-;1;-;-;-;1;-;-;-;5;-;68
"354650 Santa Ernestina";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354660 Santa Fé do Sul";-;1;-;-;-;-;-;-;-;1;21;-;-;-;-;-;40;-;15;-;-;-;-;11;-;1;-;-;-;-;-;-;-;3;-;93
"354670 Santa Gertrudes";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;7;-;1;1;-;-;-;2;-;-;-;-;-;-;-;1;-;2;-;29
"354680 Santa Isabel";-;-;-;-;-;-;-;-;-;-;21;-;-;-;-;-;2;-;1;-;-;-;-;3;-;-;-;-;-;-;-;-;-;3;-;30
"354690 Santa Lúcia";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6
"354700 Santa Maria da Serra";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"354710 Santa Mercedes";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354740 Santa Rita d'Oeste";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354750 Santa Rita do Passa Quatro";-;2;-;-;-;-;-;-;-;-;10;-;-;-;-;-;11;-;3;1;-;-;-;12;-;-;-;-;-;-;-;-;-;3;-;42
"354760 Santa Rosa de Viterbo";-;-;-;-;-;-;-;-;-;-;14;-;-;-;-;-;6;-;3;1;-;-;4;4;-;-;-;-;-;-;-;-;-;3;-;35
"354765 Santa Salete";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354720 Santana da Ponte Pensa";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354730 Santana de Parnaíba";-;-;-;-;-;-;-;-;-;-;28;-;-;-;-;-;9;-;-;-;-;-;-;2;-;3;1;-;-;-;-;-;-;2;-;45
"354770 Santo Anastácio";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;7;-;-;-;-;-;2;2;-;-;1;-;-;-;-;-;-;2;-;20
"354780 Santo André";-;6;-;-;-;1;-;-;-;-;87;1;-;-;10;22;167;-;17;-;-;-;6;211;-;17;11;-;1;-;-;-;-;16;-;573
"354790 Santo Antônio da Alegria";-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;19
"354800 Santo Antônio de Posse";-;-;-;-;-;-;-;-;-;-;16;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;19
"354805 Santo Antônio do Aracanguá";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354810 Santo Antônio do Jardim";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"354820 Santo Antônio do Pinhal";-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;17
"354830 Santo Expedito";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354840 Santópolis do Aguapeí";-;-;-;-;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354850 Santos";-;9;-;-;1;-;-;-;-;-;99;-;-;-;2;10;277;-;31;7;-;-;7;158;-;35;4;-;1;-;-;8;-;21;-;670
"354860 São Bento do Sapucaí";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;1;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;1;-;13
"354870 São Bernardo do Campo";-;2;-;-;-;1;-;-;-;-;101;-;-;-;10;29;173;-;29;1;-;-;15;230;-;28;13;-;1;1;-;-;-;18;-;652
"354880 São Caetano do Sul";-;1;-;-;-;1;-;-;-;-;47;-;-;-;4;7;95;-;18;-;-;-;12;122;-;17;11;-;-;-;-;1;-;7;-;343
"354890 São Carlos";-;2;-;-;-;-;2;1;-;-;56;-;2;-;-;-;77;-;24;3;-;-;143;39;-;12;62;-;-;-;-;1;-;6;-;430
"354900 São Francisco";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354910 São João da Boa Vista";-;5;-;-;1;2;-;-;-;-;32;-;-;-;-;-;86;-;19;3;-;-;2;14;-;9;1;-;-;-;-;3;-;8;-;185
"354920 São João das Duas Pontes";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"354925 São João de Iracema";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354930 São João do Pau d'Alho";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"354940 São Joaquim da Barra";-;-;-;-;-;-;-;-;-;-;22;-;-;-;-;-;38;-;33;-;-;-;15;6;-;4;-;-;-;-;-;-;-;2;-;120
"354950 São José da Bela Vista";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"354960 São José do Barreiro";-;-;-;-;-;-;-;-;-;-;4;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"354970 São José do Rio Pardo";-;-;-;-;-;-;-;-;-;-;23;-;-;-;-;-;17;-;9;3;-;-;4;3;-;5;-;-;-;-;-;-;-;3;-;67
"354980 São José do Rio Preto";-;13;-;-;3;-;-;1;-;-;73;-;-;-;1;-;366;-;37;7;-;-;33;227;-;42;6;-;2;-;-;-;-;15;-;826
"354990 São José dos Campos";1;8;-;-;1;-;-;-;-;-;82;1;-;-;8;8;204;-;21;3;-;-;35;191;-;16;6;-;1;-;-;-;-;23;-;609
"354995 São Lourenço da Serra";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;10
"355000 São Luís do Paraitinga";-;-;-;-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;8
"355010 São Manuel";-;-;1;-;-;-;-;-;-;-;11;-;-;-;-;1;15;-;5;-;-;-;-;1;-;2;-;-;-;-;-;-;-;2;-;38
"355020 São Miguel Arcanjo";-;-;-;-;-;-;-;-;-;-;13;-;-;-;-;-;11;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;3;-;31
"355030 São Paulo";1;88;1057;3;7;2;-;24;-;-;-;-;3;1;266;156;1781;-;242;6;-;-;733;2040;-;310;168;-;19;1;-;1;1;202;-;7112
"355040 São Pedro";-;-;-;-;-;-;-;-;-;-;15;-;-;-;-;-;10;-;1;1;-;-;-;1;-;1;-;-;-;-;-;-;-;4;-;33
"355050 São Pedro do Turvo";-;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6
"355060 São Roque";-;-;-;-;-;-;-;-;-;-;19;-;-;-;-;-;31;-;21;4;-;-;14;15;-;12;7;-;-;-;-;-;-;10;-;133
"355070 São Sebastião";-;-;-;-;-;-;-;-;-;-;52;1;-;-;-;1;24;-;8;-;-;-;-;10;-;-;2;-;-;-;-;-;-;2;-;100
"355080 São Sebastião da Grama";-;-;-;-;-;-;-;-;-;-;8;-;-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;16
"355090 São Simão";-;-;-;-;-;-;-;-;-;-;11;-;-;-;-;-;1;-;1;-;-;-;2;2;-;-;-;-;-;-;-;-;-;2;-;19
"355100 São Vicente";-;4;-;-;1;-;-;1;-;-;70;-;-;-;-;5;43;-;9;-;-;-;-;13;-;1;1;-;-;-;-;-;-;5;-;153
"355110 Sarapuí";-;-;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;7
"355120 Sarutaiá";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"355130 Sebastianópolis do Sul";-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"355140 Serra Azul";-;3;-;-;-;-;-;-;-;-;9;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;15
"355160 Serra Negra";-;-;-;-;-;-;-;-;-;-;17;-;-;-;-;-;17;-;4;1;-;-;5;1;-;2;-;-;-;-;-;-;-;2;-;49
"355150 Serrana";-;1;-;-;-;-;-;-;-;-;18;-;-;-;-;1;8;-;2;-;-;-;2;4;-;1;-;-;-;-;-;-;-;2;-;39
