"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"351290 Cosmorama";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;5
"351300 Cotia";-;1;-;-;-;3;-;25;-;-;21;93;-;-;1;4;-;-;-;8;-;-;3;-;-;1;-;-;-;15;3;-;4;-;-;-;182
"351310 Cravinhos";-;-;-;-;-;-;-;6;-;-;6;40;-;-;-;1;-;-;-;1;-;-;-;-;1;1;-;-;-;2;4;-;1;-;-;-;63
"351320 Cristais Paulista";-;-;-;-;-;-;-;2;-;-;2;6;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;13
"351330 Cruzália";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"351340 Cruzeiro";-;1;-;-;-;1;-;12;-;-;62;172;-;2;-;2;2;-;-;5;-;2;-;-;-;1;-;-;-;23;1;-;2;1;-;1;290
"351350 Cubatão";-;-;1;-;-;2;-;18;-;-;12;106;-;-;-;2;-;-;-;2;-;-;2;2;-;1;-;-;-;17;1;-;3;-;-;-;169
"351360 Cunha";-;-;-;-;-;1;-;7;-;-;2;7;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;22
"351370 Descalvado";-;1;-;-;-;1;-;11;-;-;13;88;-;1;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;4;1;-;-;-;-;-;123
"351380 Diadema";-;1;1;-;-;5;-;20;-;-;29;76;-;-;-;4;2;-;-;15;-;-;2;-;2;1;-;-;-;12;2;-;12;-;-;-;184
"351385 Dirce Reis";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351390 Divinolândia";-;-;-;-;-;-;-;2;-;-;8;9;-;-;-;1;-;-;-;1;-;2;-;-;-;1;-;-;-;1;-;-;1;1;-;-;27
"351400 Dobrada";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;6
"351410 Dois Córregos";1;-;-;-;-;1;-;5;-;-;6;28;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;48
"351420 Dolcinópolis";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"351430 Dourado";-;-;-;-;-;-;-;1;-;-;2;5;-;-;-;1;-;-;-;-;-;2;-;-;1;1;-;-;-;1;-;-;-;-;-;-;14
"351440 Dracena";-;-;-;-;-;1;-;10;-;-;2;178;-;1;-;1;-;-;-;11;-;4;1;-;-;1;-;-;-;8;1;-;-;-;-;-;219
"351450 Duartina";-;-;-;-;-;1;-;4;-;-;1;32;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;1;-;-;-;45
"351460 Dumont";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;5
"351470 Echaporã";1;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"351480 Eldorado";-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;8
"351490 Elias Fausto";-;-;-;-;-;1;-;4;-;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;1;-;-;-;-;14
"351492 Elisiário";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351495 Embaúba";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;3
"351500 Embu das Artes";-;1;1;-;-;2;-;17;-;-;4;54;-;-;1;3;-;-;-;6;-;-;1;-;-;1;-;-;-;-;1;-;3;1;-;-;96
"351510 Embu-Guaçu";-;1;-;-;-;1;-;-;-;-;3;6;-;1;-;-;-;-;-;5;1;12;1;-;-;1;1;-;-;2;1;1;2;-;-;-;39
"351512 Emilianópolis";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351515 Engenheiro Coelho";-;-;-;-;-;1;-;4;-;-;3;5;-;1;-;-;-;-;-;2;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;19
"351518 Espírito Santo do Pinhal";-;1;-;-;-;2;-;7;-;-;19;126;-;-;2;1;-;-;-;1;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;-;166
"351519 Espírito Santo do Turvo";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;5
"355730 Estiva Gerbi";-;-;-;-;-;-;-;5;-;-;4;2;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;14
"351520 Estrela d'Oeste";1;-;-;-;-;-;-;3;-;-;3;15;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;26
"351530 Estrela do Norte";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"351535 Euclides da Cunha Paulista";1;-;-;-;-;-;-;-;-;-;1;3;-;-;-;-;-;-;-;-;-;6;-;-;-;1;-;-;-;1;-;-;-;-;-;-;13
"351540 Fartura";-;-;-;-;-;-;-;4;-;-;2;21;-;-;-;1;-;-;-;1;-;-;-;-;-;-;1;-;-;3;1;-;1;-;-;-;35
"351560 Fernando Prestes";-;-;-;-;-;-;-;2;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;7
"351550 Fernandópolis";1;1;1;1;-;2;-;18;-;-;143;178;2;18;-;2;1;-;1;4;-;1;1;-;-;1;1;-;-;23;1;-;4;-;-;-;405
"351565 Fernão";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"351570 Ferraz de Vasconcelos";-;1;1;-;-;1;-;13;-;-;8;14;-;1;-;2;-;-;-;2;-;-;-;-;-;1;-;-;-;5;2;-;7;1;-;-;59
"351580 Flora Rica";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351590 Floreal";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351600 Flórida Paulista";1;-;-;-;-;1;-;4;-;-;-;3;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;3;-;-;-;-;-;-;16
"351610 Florínia";1;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;7
"351620 Franca";-;2;1;-;-;2;-;23;-;-;23;117;-;3;1;3;-;-;-;2;-;-;3;-;1;3;-;-;-;20;2;-;4;1;-;1;212
"351630 Francisco Morato";-;-;-;-;1;3;-;12;-;-;6;37;-;1;-;2;-;-;-;4;-;-;-;-;-;1;-;-;-;3;1;-;-;1;-;-;72
"351640 Franco da Rocha";3;1;-;1;-;3;-;21;-;-;14;41;-;3;1;4;-;-;-;1;-;-;1;-;-;1;1;-;-;8;2;-;-;-;-;-;106
"351650 Gabriel Monteiro";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;3
"351660 Gália";1;-;-;-;-;-;-;2;-;-;1;5;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;11
"351670 Garça";1;-;-;-;-;2;-;13;-;-;7;38;-;1;1;1;1;-;-;3;-;-;1;-;-;1;-;-;-;2;1;-;1;-;1;-;75
"351680 Gastão Vidigal";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"351685 Gavião Peixoto";-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;6
"351690 General Salgado";1;-;-;-;-;-;-;3;-;-;3;7;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;19
"351700 Getulina";-;-;-;-;-;-;-;3;-;-;-;11;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;16
"351710 Glicério";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351720 Guaiçara";-;-;-;-;-;-;-;1;-;-;-;6;-;-;-;-;-;-;-;1;-;4;-;-;-;1;-;-;-;1;-;-;-;-;-;-;14
"351730 Guaimbê";1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;7
"351740 Guaíra";1;1;-;-;-;1;-;7;-;-;9;47;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;5;-;-;1;-;-;-;75
"351750 Guapiaçu";-;-;-;-;-;1;-;8;-;-;2;6;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;21
"351760 Guapiara";-;1;-;-;-;1;-;-;-;-;1;1;-;1;-;1;-;-;1;1;-;7;-;-;-;1;-;-;-;2;-;-;1;-;-;1;20
"351770 Guará";2;1;-;-;-;1;-;7;-;-;4;32;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;1;-;-;-;53
"351780 Guaraçaí";1;-;-;-;-;-;-;1;-;-;-;9;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;15
"351790 Guaraci";-;-;-;-;-;-;-;3;-;-;-;7;-;2;-;-;-;-;1;1;-;-;1;-;-;1;-;-;-;2;-;-;1;-;-;-;19
"351800 Guarani d'Oeste";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;4
"351810 Guarantã";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"351820 Guararapes";-;-;-;-;-;1;-;4;-;-;2;46;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;7;1;-;-;-;-;-;63
"351830 Guararema";-;-;-;-;-;1;-;3;-;-;1;13;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;-;1;2;-;-;26
"351840 Guaratinguetá";-;1;1;-;-;1;-;13;-;-;18;252;-;1;-;4;2;-;-;19;-;3;-;-;1;1;-;-;-;17;1;-;3;2;-;4;344
"351850 Guareí";-;1;-;-;-;1;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;12
"351860 Guariba";1;-;-;-;-;-;-;6;-;-;6;24;-;-;-;1;-;-;-;4;-;-;1;-;-;1;-;-;-;3;-;-;1;-;-;-;48
"351870 Guarujá";-;1;-;-;-;4;-;22;-;-;10;219;-;4;-;5;1;-;-;29;-;3;4;1;4;1;-;-;1;44;2;-;8;-;-;2;365
"351880 Guarulhos";1;1;1;-;2;7;-;72;-;-;124;212;-;1;3;13;1;-;-;25;-;-;8;-;1;5;1;-;-;49;3;-;22;-;-;-;552
"351885 Guatapará";1;-;-;-;-;-;-;3;-;-;1;1;-;1;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;10
"351890 Guzolândia";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351900 Herculândia";1;-;-;-;-;1;-;2;-;-;1;4;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;1;1;-;-;-;-;-;16
"351905 Holambra";-;-;-;-;-;-;-;4;-;-;2;16;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;24
"351907 Hortolândia";1;-;1;-;-;3;-;21;-;2;16;74;-;1;-;3;-;-;-;26;-;-;3;-;-;1;-;-;-;17;1;-;10;1;-;-;181
"351910 Iacanga";1;-;-;-;-;1;-;4;-;-;-;7;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;17
"351920 Iacri";-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"351925 Iaras";1;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"351930 Ibaté";-;-;-;-;-;-;-;8;-;-;1;30;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;4;2;-;-;-;-;-;48
"351940 Ibirá";-;-;-;-;-;-;-;3;-;-;1;8;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;6;-;-;1;-;-;-;21
"351950 Ibirarema";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"351960 Ibitinga";-;-;-;-;-;1;-;10;-;-;6;112;-;1;-;2;-;-;-;-;-;1;1;-;1;1;-;-;-;11;3;-;2;-;-;1;153
"351970 Ibiúna";-;-;-;-;-;1;-;17;-;-;5;23;-;-;2;2;-;-;-;-;-;-;-;-;-;3;-;-;-;3;2;-;1;-;-;-;59
"351980 Icém";1;-;-;-;-;-;-;4;-;-;5;6;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;21
"351990 Iepê";1;-;-;-;-;-;-;4;-;-;2;6;-;4;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;20
"352000 Igaraçu do Tietê";-;-;-;-;-;1;-;4;-;-;2;12;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;22
"352010 Igarapava";1;-;-;-;-;1;-;7;-;-;5;41;-;1;-;1;-;-;1;2;-;-;-;-;-;1;1;-;-;3;-;-;-;-;-;-;65
"352020 Igaratá";1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;-;-;7
"352030 Iguape";-;-;-;-;-;1;-;7;-;-;3;5;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;6;-;1;-;-;-;1;27
"352042 Ilha Comprida";-;-;-;-;-;-;-;7;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;1;1;-;-;-;-;-;11
"352044 Ilha Solteira";-;1;-;1;-;1;-;7;-;-;16;73;-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;6;-;-;-;-;-;-;109
"352040 Ilhabela";1;-;-;-;-;1;-;11;-;-;2;5;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;2;-;-;-;29
"352050 Indaiatuba";-;1;-;-;1;3;-;17;-;-;51;245;-;13;1;3;2;-;-;11;-;-;2;-;-;1;1;-;-;25;1;-;1;2;-;-;381
"352060 Indiana";-;-;-;-;-;-;-;2;-;-;-;3;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"352070 Indiaporã";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"352080 Inúbia Paulista";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"352090 Ipaussu";-;-;-;-;-;1;-;3;-;-;1;6;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;16
"352100 Iperó";1;1;-;-;-;1;-;5;-;-;-;14;-;1;-;-;-;-;-;1;-;1;-;-;1;1;-;-;-;3;-;-;1;-;-;-;31
"352110 Ipeúna";-;-;-;-;-;-;-;2;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2;-;-;-;8
"352115 Ipiguá";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"352120 Iporanga";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;5
"352130 Ipuã";-;-;-;-;-;1;-;6;-;-;1;25;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;-;-;-;-;-;38
"352140 Iracemápolis";-;-;-;-;-;1;-;4;-;-;4;16;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;4;-;-;-;-;-;-;32
"352150 Irapuã";-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;1;-;-;-;8
"352160 Irapuru";1;-;-;-;-;-;-;4;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;11
"352170 Itaberá";-;1;-;-;-;1;-;5;-;-;4;1;-;1;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;2;-;-;-;1;-;-;22
"352180 Itaí";-;-;-;-;-;1;-;7;-;-;-;5;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;1;-;1;-;-;-;24
"352190 Itajobi";1;-;-;-;-;1;-;5;-;-;1;14;-;1;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;4;-;-;-;-;-;-;30
"352200 Itaju";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;3
"352210 Itanhaém";1;1;1;-;1;3;-;10;-;-;13;28;-;1;1;1;-;-;-;6;-;-;1;-;-;1;-;-;-;5;-;-;7;-;-;-;81
"352215 Itaóca";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;4
"352220 Itapecerica da Serra";-;-;-;-;-;1;-;12;-;-;5;24;-;-;4;1;-;-;-;5;-;-;-;-;2;1;-;-;-;3;1;-;2;-;-;3;64
"352230 Itapetininga";-;1;1;-;-;2;-;20;-;1;24;312;-;1;-;2;-;-;-;6;-;3;-;-;-;1;1;-;-;17;1;-;5;4;-;-;402
"352240 Itapeva";-;1;1;-;1;1;-;23;-;-;17;176;-;2;-;1;1;-;-;18;-;1;2;-;-;1;1;-;-;6;1;-;2;-;-;6;262
"352250 Itapevi";-;1;1;-;-;3;-;15;-;-;18;38;-;1;-;3;-;-;-;7;-;-;-;-;5;1;-;-;-;8;2;-;7;2;-;-;112
"352260 Itapira";1;1;-;-;-;2;-;12;-;-;7;108;-;-;2;3;-;-;-;5;-;-;-;-;-;1;-;-;-;10;-;-;2;-;-;-;154
"352265 Itapirapuã Paulista";1;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;7
"352270 Itápolis";-;-;-;-;-;1;-;8;-;-;10;64;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;8;-;-;1;-;-;-;95
"352280 Itaporanga";-;-;-;-;-;-;-;5;-;-;1;4;-;1;-;1;-;-;2;-;-;-;-;-;-;1;-;1;-;-;-;-;1;-;-;-;17
"352290 Itapuí";-;-;-;-;-;1;-;4;-;-;2;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;14
"352300 Itapura";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;5
"352310 Itaquaquecetuba";-;1;1;-;-;-;-;17;-;-;16;31;-;-;-;1;-;-;1;7;-;-;4;-;-;1;-;-;-;8;3;-;5;1;-;-;97
"352320 Itararé";1;1;-;-;-;1;-;7;-;-;9;46;-;1;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;7;-;-;1;-;-;-;81
"352330 Itariri";1;-;-;-;-;-;-;6;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;1;13
"352340 Itatiba";2;-;-;-;-;2;-;22;-;-;32;110;-;-;-;2;2;-;-;4;-;-;2;-;-;1;-;-;-;13;2;-;1;1;-;-;196
"352350 Itatinga";-;-;-;-;-;-;-;3;-;-;1;13;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;20
"352360 Itirapina";-;-;-;-;-;-;-;3;-;-;1;13;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;2;1;-;3;-;-;-;27
"352370 Itirapuã";-;-;-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;6
"352380 Itobi";-;-;-;-;-;-;-;1;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"352390 Itu";-;1;1;-;1;2;-;16;-;1;4;197;-;3;1;3;-;-;-;75;-;1;3;-;-;1;1;-;-;25;2;-;-;2;-;-;340
"352400 Itupeva";-;-;-;-;-;1;-;12;-;-;6;28;-;-;1;2;-;-;-;2;-;-;-;-;-;1;-;-;-;4;-;-;-;1;-;-;58
"352410 Ituverava";-;-;-;-;-;1;-;14;-;-;8;154;-;-;-;2;-;-;-;2;-;-;-;-;-;1;2;-;-;9;1;-;2;-;-;-;196
"352420 Jaborandi";-;-;-;-;-;-;-;2;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;1;-;-;-;9
"352430 Jaboticabal";1;1;-;-;-;1;-;12;-;-;20;108;-;1;-;2;-;-;-;16;-;-;3;-;-;1;-;-;-;9;1;-;2;-;-;-;178
"352440 Jacareí";-;2;-;-;2;3;-;18;-;-;26;316;-;2;-;6;1;-;-;9;-;1;3;-;1;1;-;-;-;27;1;-;4;-;-;1;424
"352450 Jaci";-;-;-;-;-;-;-;3;-;-;3;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;9
"352460 Jacupiranga";-;-;-;-;-;-;-;6;-;-;1;7;-;1;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;2;1;-;-;-;-;-;21
"352470 Jaguariúna";-;1;-;-;-;1;-;11;-;-;7;38;-;1;-;1;1;-;-;17;-;1;1;-;-;1;-;-;-;11;1;-;2;2;-;1;98
"352480 Jales";1;1;1;-;-;1;-;-;-;-;16;170;-;1;1;1;-;-;-;2;-;11;1;-;-;1;-;-;-;16;2;-;3;-;-;-;229
"352490 Jambeiro";-;1;-;-;-;-;-;1;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;7
"352500 Jandira";-;1;-;-;-;1;-;10;-;-;16;14;-;1;-;1;1;-;-;1;-;-;1;-;-;1;-;-;-;1;3;-;4;-;-;-;56
"352510 Jardinópolis";-;-;-;-;-;-;-;12;-;-;7;34;-;1;-;-;-;-;-;4;-;-;1;-;-;1;-;-;-;2;1;-;1;-;-;1;65
"352520 Jarinu";-;1;-;-;-;-;-;5;-;-;3;8;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;1;1;-;-;-;1;27
"352530 Jaú";-;-;1;-;-;1;-;17;-;-;91;340;-;1;2;1;-;-;-;3;-;-;2;-;-;1;-;-;-;17;1;-;3;-;-;-;481
"352540 Jeriquara";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"352550 Joanópolis";-;-;-;-;-;-;-;2;-;-;-;5;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;11
"352560 João Ramalho";-;-;-;-;-;-;-;2;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"352570 José Bonifácio";-;1;-;-;-;-;-;9;-;-;-;40;-;-;-;1;-;-;-;8;-;-;-;-;-;1;-;-;-;4;-;-;1;-;-;-;65
"352580 Júlio Mesquita";-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"352585 Jumirim";-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"352590 Jundiaí";1;2;1;-;8;4;-;35;-;-;209;1280;-;2;3;6;3;-;-;15;-;-;7;-;-;1;4;-;-;63;2;-;5;1;-;-;1652
"352600 Junqueirópolis";-;-;-;-;-;1;-;10;-;-;2;16;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;3;-;-;-;-;-;-;35
"352610 Juquiá";1;-;-;-;-;-;-;7;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;1;-;-;-;-;-;15
