"Município";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"POLICLINICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL TERRESTRE";"Total"
"353680 Pedra Bela";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"353690 Pedranópolis";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;4
"353700 Pedregulho";-;-;-;-;6;-;3;6;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;19
"353710 Pedreira";-;-;1;-;8;-;2;8;-;-;-;1;-;-;3;-;-;-;1;1;10;-;-;-;-;35
"353715 Pedrinhas Paulista";-;-;-;-;2;1;-;3;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;8
"353720 Pedro de Toledo";-;-;-;-;5;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;8
"353730 Penápolis";-;-;1;-;10;-;3;85;1;-;1;2;-;-;2;-;1;-;1;2;15;-;-;-;-;124
"353740 Pereira Barreto";-;-;-;-;5;-;3;22;-;-;-;1;-;-;-;1;-;-;-;1;4;-;-;-;-;37
"353750 Pereiras";-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;8
"353760 Peruíbe";-;-;1;-;6;-;7;14;-;-;-;1;-;-;4;5;-;-;-;1;1;-;-;-;-;40
"353770 Piacatu";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"353780 Piedade";-;-;-;-;7;-;1;22;-;-;1;1;-;-;-;-;-;-;-;1;3;-;-;-;-;36
"353790 Pilar do Sul";-;-;-;-;7;-;1;5;-;-;-;1;-;-;1;-;-;-;-;1;1;-;-;-;-;17
"353800 Pindamonhangaba";-;-;1;-;20;1;20;165;-;-;-;3;-;-;5;-;1;-;-;1;12;1;-;-;-;230
"353810 Pindorama";-;-;-;-;3;-;-;3;-;-;-;-;-;-;-;1;-;-;1;1;4;-;-;-;-;13
"353820 Pinhalzinho";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;3;1;-;-;1;1;-;-;-;-;8
"353830 Piquerobi";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"353850 Piquete";-;-;-;-;5;-;1;5;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;12
"353860 Piracaia";-;-;-;-;2;-;1;2;-;-;-;1;-;-;1;-;-;-;-;1;2;-;-;-;-;10
"353870 Piracicaba";-;-;1;-;61;-;156;448;-;1;-;5;1;-;5;-;-;1;4;2;69;-;-;1;1;756
"353880 Piraju";-;-;-;-;8;-;5;47;-;-;-;1;-;-;5;-;-;-;-;1;5;-;-;-;-;72
"353890 Pirajuí";-;-;-;-;7;-;1;23;-;-;1;1;-;-;-;-;-;-;1;1;4;-;-;-;1;40
"353900 Pirangi";-;-;-;-;3;-;1;7;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;14
"353910 Pirapora do Bom Jesus";-;-;-;-;4;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;7
"353920 Pirapozinho";-;-;-;-;6;-;1;8;-;-;1;-;-;-;1;1;-;-;1;1;5;-;-;-;-;25
"353930 Pirassununga";-;-;2;-;-;-;8;135;-;-;-;2;-;-;2;16;-;-;1;1;8;1;-;1;-;177
"353940 Piratininga";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;1;1;-;-;-;-;-;5
"353950 Pitangueiras";-;-;-;-;6;-;4;36;-;-;-;1;-;-;8;-;1;-;-;1;3;-;-;-;-;60
"353960 Planalto";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"353970 Platina";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"353980 Poá";-;-;-;-;9;1;7;9;-;-;-;1;-;-;2;7;-;-;-;1;6;3;-;-;-;46
"353990 Poloni";-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;6
"354000 Pompéia";-;-;1;-;6;-;11;60;-;-;-;1;-;-;-;1;-;-;1;1;4;-;-;-;-;86
"354010 Pongaí";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"354020 Pontal";-;-;-;-;8;-;4;15;-;-;-;1;-;-;3;-;-;-;-;-;10;1;-;-;-;42
"354025 Pontalinda";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"354030 Pontes Gestal";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354040 Populina";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"354050 Porangaba";-;-;-;-;1;-;-;6;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;10
"354060 Porto Feliz";-;-;-;-;8;-;7;41;-;1;-;1;-;-;-;-;-;-;-;1;4;-;-;-;-;63
"354070 Porto Ferreira";-;-;1;-;10;-;1;86;-;-;-;1;-;-;4;-;1;-;-;1;18;-;-;-;-;123
"354075 Potim";-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;4
"354080 Potirendaba";-;-;-;-;5;-;1;7;-;-;-;1;-;-;-;-;-;-;-;1;3;-;-;-;-;18
"354085 Pracinha";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"354090 Pradópolis";-;-;-;-;5;-;-;7;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;15
"354100 Praia Grande";-;-;1;-;20;-;18;57;-;-;-;1;3;-;13;1;1;1;2;1;8;-;-;-;1;128
"354105 Pratânia";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"354110 Presidente Alves";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"354120 Presidente Bernardes";-;-;-;-;9;-;-;10;-;-;-;1;-;-;-;-;-;-;-;-;3;-;-;-;-;23
"354130 Presidente Epitácio";-;-;-;-;9;-;1;19;-;-;-;1;-;-;-;1;-;-;-;1;6;-;-;-;-;38
"354140 Presidente Prudente";-;-;1;-;26;-;59;461;-;1;6;8;-;1;7;-;1;-;-;2;33;-;-;1;-;607
"354150 Presidente Venceslau";-;-;1;-;10;-;-;32;-;-;-;1;-;-;-;-;-;-;-;1;8;2;-;-;-;55
"354160 Promissão";-;-;-;-;10;-;5;30;-;-;-;1;-;-;1;-;-;-;-;1;4;-;-;-;-;52
"354165 Quadra";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354170 Quatá";-;-;-;-;3;-;1;10;-;-;-;-;-;-;-;1;-;-;1;1;2;-;-;-;-;19
"354180 Queiroz";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354190 Queluz";-;-;-;-;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;7
"354200 Quintana";-;-;-;-;3;-;1;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;6
"354210 Rafard";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354220 Rancharia";-;-;1;-;9;-;2;26;-;-;-;1;-;-;-;-;-;-;-;1;4;-;-;-;-;44
"354230 Redenção da Serra";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"354240 Regente Feijó";-;-;-;-;7;-;-;3;-;-;-;1;-;-;-;-;-;-;-;1;3;-;-;-;-;15
"354250 Reginópolis";-;-;-;-;3;-;-;3;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;7
"354260 Registro";-;-;1;-;14;-;11;49;-;1;-;2;-;-;2;-;-;-;1;2;9;-;-;-;-;92
"354270 Restinga";-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"354280 Ribeira";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"354290 Ribeirão Bonito";-;-;-;-;4;-;1;17;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;25
"354300 Ribeirão Branco";-;-;-;-;5;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;-;-;-;-;9
"354310 Ribeirão Corrente";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"354320 Ribeirão do Sul";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354323 Ribeirão dos Índios";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354325 Ribeirão Grande";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"354330 Ribeirão Pires";-;-;3;-;9;-;21;41;-;-;-;2;1;-;8;-;-;-;1;1;9;-;-;-;-;96
"354340 Ribeirão Preto";-;4;3;-;36;-;256;1013;-;1;4;12;-;1;68;11;-;-;1;2;85;1;-;-;3;1501
"354360 Rifaina";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354370 Rincão";-;-;-;-;1;-;1;6;-;-;-;-;-;-;-;1;-;-;1;1;1;-;-;-;-;12
"354380 Rinópolis";-;-;-;-;4;-;1;-;-;-;-;1;-;-;-;-;-;-;-;1;3;-;-;-;-;10
"354390 Rio Claro";-;-;2;-;17;1;63;183;1;2;1;4;1;1;11;-;-;-;2;1;32;3;-;-;-;325
"354400 Rio das Pedras";-;-;1;-;2;-;6;53;-;-;-;1;-;-;1;-;-;-;1;1;3;-;-;-;-;69
"354410 Rio Grande da Serra";-;-;-;-;6;-;3;3;-;-;-;-;-;-;-;-;-;-;-;-;2;1;-;-;-;15
"354420 Riolândia";-;-;-;-;2;-;1;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;6
"354350 Riversul";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;3
"354425 Rosana";-;-;-;-;1;-;1;19;-;-;-;1;-;-;-;8;-;-;-;1;5;-;-;-;-;36
"354430 Roseira";-;-;-;-;3;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;7
"354440 Rubiácea";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;4
"354450 Rubinéia";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"354460 Sabino";-;-;-;-;1;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5
"354470 Sagres";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354480 Sales";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354490 Sales Oliveira";-;-;-;-;3;-;-;20;-;-;-;1;-;-;-;-;-;-;1;-;3;1;-;-;-;29
"354500 Salesópolis";-;-;-;-;2;1;-;1;-;-;-;1;-;-;-;-;-;-;-;1;1;2;-;-;-;9
"354510 Salmourão";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354515 Saltinho";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354520 Salto";-;-;1;-;9;-;14;78;-;1;-;2;-;-;3;-;-;-;-;1;4;-;-;-;1;114
"354530 Salto de Pirapora";-;-;-;-;7;-;2;31;-;-;2;1;-;-;1;-;-;-;-;1;1;-;-;-;-;46
"354540 Salto Grande";-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;4
"354550 Sandovalina";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"354560 Santa Adélia";-;-;-;-;3;-;1;12;-;-;-;1;-;-;-;3;-;-;-;1;1;-;-;-;-;22
"354570 Santa Albertina";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;5
"354580 Santa Bárbara d'Oeste";-;-;-;-;12;-;15;151;-;-;-;1;1;-;4;-;1;1;-;1;14;3;-;1;-;205
"354600 Santa Branca";-;-;-;-;2;-;1;2;-;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;8
"354610 Santa Clara d'Oeste";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"354620 Santa Cruz da Conceição";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;4
"354625 Santa Cruz da Esperança";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354630 Santa Cruz das Palmeiras";-;-;-;-;2;-;1;45;-;-;-;1;1;-;5;-;-;-;-;1;3;-;-;-;-;59
"354640 Santa Cruz do Rio Pardo";-;-;1;-;5;1;8;95;-;-;-;2;-;-;1;-;1;-;-;1;10;-;-;-;-;125
"354650 Santa Ernestina";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354660 Santa Fé do Sul";-;-;1;-;8;-;14;43;-;-;-;1;-;-;5;-;-;-;1;1;6;-;-;-;-;80
"354670 Santa Gertrudes";-;-;1;-;6;-;5;28;-;-;-;-;-;-;2;-;-;-;-;1;2;1;-;-;-;46
"354680 Santa Isabel";-;-;-;-;9;2;4;4;-;-;-;1;-;-;-;-;-;-;-;1;3;-;-;-;-;24
"354690 Santa Lúcia";-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;-;-;1;1;1;-;-;-;-;6
"354700 Santa Maria da Serra";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;4
"354710 Santa Mercedes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;2
"354740 Santa Rita d'Oeste";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354750 Santa Rita do Passa Quatro";-;-;2;-;6;-;11;43;-;-;1;1;-;-;-;-;-;-;-;1;1;-;-;-;-;66
"354760 Santa Rosa de Viterbo";-;-;-;-;3;-;8;34;-;-;-;1;-;-;-;1;1;-;-;2;3;-;-;-;-;53
"354765 Santa Salete";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354720 Santana da Ponte Pensa";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354730 Santana de Parnaíba";-;-;3;-;8;1;5;6;-;-;-;1;-;-;2;-;1;-;-;1;3;-;-;-;-;31
"354770 Santo Anastácio";-;-;-;-;5;-;1;24;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;33
"354780 Santo André";-;-;4;-;39;-;195;307;1;3;1;11;5;1;107;2;-;-;4;1;54;2;-;1;-;738
"354790 Santo Antônio da Alegria";-;-;-;-;3;-;1;1;-;-;-;-;-;-;2;-;-;-;-;1;-;-;1;-;-;9
"354800 Santo Antônio de Posse";-;-;1;-;4;-;2;8;-;-;-;-;-;-;4;-;-;-;1;1;-;-;-;-;-;21
"354805 Santo Antônio do Aracanguá";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"354810 Santo Antônio do Jardim";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;3
"354820 Santo Antônio do Pinhal";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;5;-;-;-;1;-;-;-;-;-;8
"354830 Santo Expedito";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"354840 Santópolis do Aguapeí";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354850 Santos";-;-;7;-;32;1;139;997;3;3;2;10;9;1;4;1;-;1;3;2;62;2;-;4;1;1284
"354860 São Bento do Sapucaí";-;-;-;-;1;-;-;1;-;-;-;1;-;-;-;1;-;-;1;1;2;-;-;-;-;8
"354870 São Bernardo do Campo";-;-;4;-;33;1;235;308;-;3;6;9;3;-;41;-;-;1;13;-;55;4;-;2;1;719
"354880 São Caetano do Sul";-;-;1;-;12;1;168;314;-;-;-;5;-;-;1;-;-;-;-;1;33;1;1;-;4;542
"354890 São Carlos";1;-;2;-;26;1;39;203;-;-;-;3;-;-;40;-;-;-;2;1;31;-;-;2;1;352
"354900 São Francisco";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354910 São João da Boa Vista";1;-;2;-;11;-;25;309;-;1;-;2;1;-;2;-;-;-;1;2;14;1;-;-;1;373
"354920 São João das Duas Pontes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;3
"354925 São João de Iracema";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354930 São João do Pau d'Alho";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"354940 São Joaquim da Barra";-;-;-;-;10;-;7;105;-;-;-;1;-;-;1;-;-;-;1;1;12;1;-;-;-;139
"354950 São José da Bela Vista";-;-;-;-;3;-;-;4;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;10
"354960 São José do Barreiro";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;4
"354970 São José do Rio Pardo";-;-;1;-;4;-;34;61;1;-;-;1;-;-;5;-;-;-;1;1;13;-;-;-;-;122
"354980 São José do Rio Preto";1;3;5;-;28;2;287;239;2;3;5;7;2;1;44;-;5;-;-;2;64;2;-;1;1;704
"354990 São José dos Campos";-;2;4;-;39;-;130;992;1;1;8;11;5;-;27;2;-;2;5;1;57;1;1;1;2;1292
"354995 São Lourenço da Serra";-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;7
"355000 São Luís do Paraitinga";-;-;-;-;4;-;-;2;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;8
"355010 São Manuel";-;-;-;-;6;-;-;80;-;-;-;1;-;-;-;-;-;-;-;1;8;-;-;-;-;96
"355020 São Miguel Arcanjo";-;-;1;-;9;-;2;22;-;-;-;-;-;-;1;-;-;-;1;1;1;-;-;-;1;39
"355030 São Paulo";-;-;59;2;562;11;1969;9342;9;25;51;151;25;1;227;18;8;7;21;3;596;34;1;24;8;13154
"355040 São Pedro";-;-;-;-;4;-;4;49;-;3;-;1;-;-;2;-;-;-;-;-;2;-;-;-;-;65
"355050 São Pedro do Turvo";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5
"355060 São Roque";-;-;1;-;9;-;19;150;1;-;-;2;-;-;8;-;-;-;-;1;9;-;-;-;-;200
"355070 São Sebastião";-;-;1;-;14;-;6;101;-;1;-;1;-;-;-;1;-;-;1;2;8;-;-;-;-;136
"355080 São Sebastião da Grama";-;-;-;-;5;-;2;12;-;-;-;1;-;-;-;-;-;-;1;-;2;1;-;-;-;24
"355090 São Simão";-;-;-;-;4;-;5;18;-;-;-;1;-;-;-;-;-;-;-;1;2;1;-;-;-;32
"355100 São Vicente";-;-;5;-;29;1;34;140;-;1;-;3;1;-;8;3;-;-;3;1;11;-;-;1;1;242
"355110 Sarapuí";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"355120 Sarutaiá";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355130 Sebastianópolis do Sul";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355140 Serra Azul";-;-;-;-;6;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;9
"355160 Serra Negra";-;-;1;-;1;-;4;32;-;-;-;1;-;-;3;6;-;-;-;1;5;1;-;-;-;55
"355150 Serrana";-;-;-;-;6;1;6;5;-;1;-;1;-;-;3;-;-;-;-;1;2;2;-;-;-;28
"355170 Sertãozinho";-;-;-;-;13;-;36;128;-;1;-;2;1;-;6;-;-;-;1;1;14;-;-;-;-;203
"355180 Sete Barras";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;6
"355190 Severínia";-;-;-;-;2;-;1;5;-;-;-;-;-;-;1;-;-;-;1;1;2;-;-;-;-;13
"355200 Silveiras";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;5
"355210 Socorro";-;-;1;-;5;-;1;22;-;-;-;1;-;-;1;6;-;-;-;1;5;1;-;-;-;44
"355220 Sorocaba";-;-;6;-;34;-;96;337;-;1;6;7;2;1;24;-;2;-;1;2;62;-;-;4;11;596
"355230 Sud Mennucci";-;-;-;-;2;-;-;3;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;8
"355240 Sumaré";-;-;1;-;24;-;14;77;-;1;-;1;1;-;14;2;1;-;1;1;16;1;-;-;-;155
"355255 Suzanápolis";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355250 Suzano";-;-;1;-;19;-;43;56;-;2;-;2;-;-;8;-;1;-;1;1;20;-;-;1;-;155
"355260 Tabapuã";-;-;-;-;1;-;2;3;-;-;-;1;-;-;-;-;-;-;-;1;2;-;-;-;-;10
"355270 Tabatinga";-;-;-;-;4;-;1;26;-;-;-;1;-;-;1;-;-;-;1;1;5;-;-;-;-;40
"355280 Taboão da Serra";-;-;2;-;11;1;27;38;-;1;1;3;-;-;9;-;-;1;1;-;7;1;-;1;-;104
"355290 Taciba";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"355300 Taguaí";-;-;-;-;1;-;1;5;-;-;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;11
"355310 Taiaçu";-;-;-;-;1;-;-;5;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;8
"355320 Taiúva";-;-;-;-;2;-;-;7;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;11
"355330 Tambaú";-;-;-;-;6;-;-;22;-;-;-;1;-;-;1;1;-;-;1;1;7;-;-;-;-;40
"355340 Tanabi";-;-;-;-;6;-;12;6;-;-;-;1;-;-;-;3;-;-;-;1;3;-;-;-;-;32
"355350 Tapiraí";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;4
"355360 Tapiratiba";-;-;-;-;2;-;-;2;-;-;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;8
"355365 Taquaral";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355370 Taquaritinga";-;-;2;-;8;-;10;86;1;-;-;1;-;-;2;-;-;-;1;1;10;-;-;-;1;123
"355380 Taquarituba";-;-;-;-;5;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;10
"355385 Taquarivaí";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355390 Tarabai";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;3
"355395 Tarumã";-;-;1;-;5;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;2;-;-;-;-;11
"355400 Tatuí";-;-;-;-;16;-;30;236;-;-;-;1;-;-;4;1;-;-;2;1;19;-;-;1;1;312
"355410 Taubaté";-;-;3;-;53;-;125;341;-;-;1;4;2;1;5;-;1;-;1;2;32;-;-;-;3;574
"355420 Tejupá";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"355430 Teodoro Sampaio";-;-;-;-;9;-;3;9;-;-;-;1;-;-;-;-;1;-;-;1;4;-;-;-;-;28
"355440 Terra Roxa";-;-;-;-;4;-;1;6;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;14
"355450 Tietê";-;-;-;-;2;-;12;59;-;-;-;1;-;-;-;6;-;-;-;1;10;-;-;-;-;91
"355460 Timburi";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355465 Torre de Pedra";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355470 Torrinha";-;-;-;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;5
"355475 Trabiju";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355480 Tremembé";-;-;-;-;4;-;5;10;-;-;-;1;-;-;-;8;1;-;-;1;2;-;-;-;-;32
"355490 Três Fronteiras";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355495 Tuiuti";-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;4
"355500 Tupã";1;-;-;-;12;-;11;101;-;-;3;2;-;-;8;-;-;-;-;2;7;-;-;-;-;147
"355510 Tupi Paulista";-;-;-;-;6;-;-;18;-;-;-;1;-;-;1;-;-;-;1;1;1;-;-;-;-;29
"355520 Turiúba";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355530 Turmalina";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355535 Ubarana";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355540 Ubatuba";-;-;1;-;14;-;5;29;-;-;-;1;-;-;-;7;-;-;-;-;3;1;-;-;-;61
"355550 Ubirajara";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355560 Uchoa";-;-;-;-;3;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;8
