"Município";"ACADEMIA DA SAÚDE";"CENTRAL DE REGUALAÇÃO";"CENTRAL DE REGULAÇÃO MÉDICA DAS URGÊNCIAS";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CENTRAL DE NOTIF. CAPTAÇÃO E DISTR. ÓRGÃOS ESTADUA";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"LABORATORIO DE SAUDE PUBLICA";"POLICLINICA";"OFICINA ORTOPEDICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"SERVICO DE ATENCAO DOMICILIAR ISOLADO(HOME CARE)";"UNIDADE DE ATENÇÃO À SAÚDE INDÍGENA";"UNIDADE DE ATENCAO EM REGIME RESIDENCIAL";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL TERRESTRE";"TELESAÚDE";"POLO PREV.DE DOENCAS E AGRAVOS E PROMOCAO DA SAUDE";"Total"
"351290 Cosmorama";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;-;-;-;-;5
"351300 Cotia";-;1;-;-;-;3;-;25;-;-;21;81;-;-;2;3;-;-;-;7;-;-;3;-;-;1;-;-;-;15;3;-;2;1;-;-;168
"351310 Cravinhos";-;-;-;-;-;-;-;4;-;-;6;37;-;-;-;1;-;-;-;1;-;1;-;-;1;1;-;-;-;2;4;-;1;-;-;-;59
"351320 Cristais Paulista";-;-;-;-;-;-;-;2;-;-;2;6;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;13
"351330 Cruzália";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"351340 Cruzeiro";-;1;-;-;-;1;-;12;-;-;61;163;-;2;-;1;2;-;-;5;-;2;-;-;-;1;-;-;-;23;1;-;2;1;-;1;279
"351350 Cubatão";-;-;1;-;-;2;-;18;-;-;13;107;-;-;-;2;-;-;-;2;-;-;2;2;-;1;-;-;-;17;1;-;3;-;-;-;171
"351360 Cunha";-;1;-;-;-;1;-;5;-;-;2;8;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;3;-;-;1;-;-;-;24
"351370 Descalvado";-;1;-;-;-;1;-;11;-;-;12;82;-;1;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;4;1;-;-;-;-;-;116
"351380 Diadema";-;1;1;-;-;5;-;20;-;-;31;77;-;-;-;4;1;-;-;16;-;-;2;-;2;1;-;-;-;15;2;-;12;-;-;-;190
"351385 Dirce Reis";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351390 Divinolândia";-;-;-;-;-;-;-;2;-;-;8;11;-;-;-;1;-;-;-;1;-;2;-;-;-;1;-;-;-;2;-;-;-;1;-;-;29
"351400 Dobrada";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;6
"351410 Dois Córregos";1;-;-;-;-;1;-;5;-;-;6;27;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;-;-;-;-;47
"351420 Dolcinópolis";-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"351430 Dourado";-;-;-;-;-;-;-;1;-;-;-;6;-;-;-;1;-;-;-;-;-;2;-;-;1;1;-;-;-;1;-;-;-;-;-;-;13
"351440 Dracena";-;-;-;-;-;1;-;6;-;-;1;174;-;-;-;1;-;-;-;11;-;4;3;-;-;1;-;-;-;8;1;-;-;-;-;-;211
"351450 Duartina";-;-;-;-;-;1;-;5;-;-;1;32;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;1;-;-;-;46
"351460 Dumont";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;5
"351470 Echaporã";1;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"351480 Eldorado";-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;7
"351490 Elias Fausto";-;-;-;-;-;1;-;4;-;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;13
"351492 Elisiário";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351495 Embaúba";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;3
"351500 Embu das Artes";-;1;1;-;-;3;-;17;-;-;2;47;-;-;-;2;-;-;-;6;-;-;1;-;-;1;-;-;-;-;1;-;3;1;-;-;86
"351510 Embu-Guaçu";-;1;-;-;-;1;-;8;-;-;3;5;-;1;-;-;-;-;-;5;1;4;1;-;-;1;1;-;-;2;1;1;2;-;-;-;38
"351512 Emilianópolis";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"351515 Engenheiro Coelho";-;-;-;-;-;1;-;4;-;-;3;5;-;1;-;-;-;-;-;2;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;-;19
"351518 Espírito Santo do Pinhal";-;1;-;-;-;2;-;7;-;-;18;127;-;-;2;1;-;-;-;1;-;-;-;-;-;1;-;-;-;5;-;-;1;-;-;-;166
"351519 Espírito Santo do Turvo";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;5
"355730 Estiva Gerbi";-;-;-;-;-;-;-;2;-;-;4;2;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;11
"351520 Estrela d'Oeste";1;-;-;-;-;-;-;3;-;-;3;16;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;27
"351530 Estrela do Norte";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"351535 Euclides da Cunha Paulista";1;-;-;-;-;-;-;2;-;-;1;3;-;-;-;-;-;-;-;-;-;4;-;-;-;1;-;-;-;1;-;-;-;-;-;-;13
"351540 Fartura";-;-;-;-;-;-;-;4;-;-;2;21;-;-;-;1;-;-;-;1;-;-;-;-;-;2;1;-;-;3;-;-;1;-;-;-;36
"351560 Fernando Prestes";-;-;-;-;-;-;-;2;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;7
"351550 Fernandópolis";1;1;1;1;-;2;-;18;-;-;135;158;2;18;-;2;1;-;1;4;-;-;1;-;-;1;1;-;-;23;1;-;4;-;-;-;376
"351565 Fernão";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"351570 Ferraz de Vasconcelos";-;1;1;-;-;1;-;13;-;-;8;13;-;1;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;4;2;-;7;1;-;-;56
"351580 Flora Rica";1;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;4
"351590 Floreal";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351600 Flórida Paulista";1;-;-;-;-;1;-;4;-;-;-;4;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;3;-;-;-;-;-;-;17
"351610 Florínia";1;-;-;-;-;-;-;3;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;7
"351620 Franca";-;2;1;-;-;2;-;23;-;-;132;665;-;2;1;3;-;-;-;2;-;-;3;-;1;3;-;-;-;29;2;-;4;2;-;1;878
"351630 Francisco Morato";-;-;-;-;-;3;-;12;-;-;8;30;-;1;-;2;-;-;-;4;-;-;-;-;-;1;-;-;-;3;-;-;-;1;-;-;65
"351640 Franco da Rocha";3;1;-;1;-;3;-;20;-;-;13;38;-;3;1;3;-;-;-;1;-;-;1;-;-;1;1;-;-;9;2;-;-;-;-;-;101
"351650 Gabriel Monteiro";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"351660 Gália";1;-;-;-;-;-;-;2;-;-;1;5;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;11
"351670 Garça";1;-;-;1;-;2;-;13;-;-;7;37;-;1;1;2;1;-;-;2;-;-;1;-;-;1;-;-;-;2;1;-;-;-;1;-;74
"351680 Gastão Vidigal";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"351685 Gavião Peixoto";-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;6
"351690 General Salgado";1;-;-;-;-;-;-;3;-;-;3;7;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;-;-;-;-;19
"351700 Getulina";-;-;-;-;-;-;-;3;-;-;-;11;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;16
"351710 Glicério";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351720 Guaiçara";-;-;-;-;-;-;-;2;-;-;-;6;-;-;-;-;-;-;-;1;-;3;-;-;-;1;-;-;-;1;-;-;-;-;-;-;14
"351730 Guaimbê";1;-;-;1;-;-;-;2;-;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"351740 Guaíra";1;1;-;-;-;1;-;6;-;-;8;40;-;-;-;1;-;-;-;-;-;-;1;-;-;1;-;-;-;5;-;-;1;-;-;-;66
"351750 Guapiaçu";-;-;-;-;-;1;-;8;-;-;4;5;-;1;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;-;-;-;-;-;23
"351760 Guapiara";-;1;-;-;-;1;-;-;-;-;1;1;-;-;-;1;-;-;1;1;-;7;-;-;-;1;-;-;-;2;-;-;1;-;-;1;19
"351770 Guará";1;1;-;-;-;1;-;6;-;-;4;29;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;2;1;-;-;-;-;-;48
"351780 Guaraçaí";1;-;-;-;-;-;-;1;-;-;-;9;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;-;-;-;-;15
"351790 Guaraci";-;-;-;-;-;-;-;3;-;-;-;6;-;2;-;-;-;-;1;1;-;-;1;-;-;1;-;-;-;2;-;-;1;-;-;-;18
"351800 Guarani d'Oeste";-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;4
"351810 Guarantã";1;-;-;-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"351820 Guararapes";-;-;-;-;-;1;-;4;-;-;2;44;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;5;1;-;-;-;-;-;59
"351830 Guararema";-;-;-;-;-;1;-;3;-;-;1;14;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;1;2;-;-;25
"351840 Guaratinguetá";-;1;1;-;-;1;-;12;-;-;20;240;-;1;-;4;1;-;-;19;-;3;-;-;1;1;-;-;-;17;1;-;3;2;-;4;332
"351850 Guareí";-;1;-;-;-;1;-;4;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;12
"351860 Guariba";1;-;-;-;-;-;-;5;-;-;5;27;-;-;-;1;-;-;-;4;-;-;1;-;-;1;-;-;-;4;-;-;1;-;-;-;50
"351870 Guarujá";-;1;-;-;-;4;-;22;-;-;4;213;-;4;-;4;3;-;-;30;-;3;4;-;4;1;-;-;1;43;2;-;8;-;-;2;353
"351880 Guarulhos";1;1;1;-;3;7;-;72;-;-;181;457;-;1;3;12;1;-;-;34;-;-;8;-;1;5;1;-;-;61;3;-;22;-;-;-;875
"351885 Guatapará";1;-;-;-;-;-;-;4;-;-;1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;10
"351890 Guzolândia";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"351900 Herculândia";1;-;-;-;-;-;-;2;-;-;1;4;-;-;-;1;-;-;-;-;-;3;-;-;-;1;-;-;-;1;1;-;-;-;-;-;15
"351905 Holambra";-;-;-;-;-;-;-;4;-;-;2;13;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;21
"351907 Hortolândia";1;-;1;-;-;3;-;21;-;2;16;66;-;1;-;2;-;-;-;25;-;-;3;-;-;1;-;-;-;15;1;-;10;1;-;-;169
"351910 Iacanga";1;-;-;-;-;1;-;3;-;-;-;7;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;2;-;-;-;17
"351920 Iacri";-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"351925 Iaras";1;-;-;-;-;-;-;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"351930 Ibaté";-;-;-;-;-;-;-;7;-;-;1;21;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;4;2;-;-;-;-;-;38
"351940 Ibirá";-;-;-;-;-;-;-;3;-;-;2;8;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;4;-;-;1;-;-;-;20
"351950 Ibirarema";1;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;7
"351960 Ibitinga";-;-;-;-;-;1;-;9;-;-;4;114;-;1;-;2;-;-;-;-;-;1;1;-;1;1;-;-;-;11;3;-;2;-;-;-;151
"351970 Ibiúna";-;-;-;-;-;1;-;17;-;-;3;23;1;-;1;1;-;-;-;-;-;-;-;-;-;3;-;-;-;3;2;-;1;-;-;-;56
"351980 Icém";1;-;-;-;-;-;-;4;-;-;5;6;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;2;-;-;1;-;-;-;21
"351990 Iepê";1;-;-;-;-;-;-;3;-;-;2;4;-;4;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;17
"352000 Igaraçu do Tietê";-;-;-;-;-;1;-;4;-;-;3;10;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;21
"352010 Igarapava";1;-;-;-;-;1;-;6;-;-;5;39;-;1;-;1;-;-;1;2;-;-;-;-;-;1;1;-;-;3;-;-;-;-;-;-;62
"352020 Igaratá";1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;1;1;-;-;-;6
"352030 Iguape";-;-;-;-;-;1;-;6;-;-;3;5;-;-;-;-;-;-;-;1;-;1;-;-;-;1;-;-;-;6;-;1;-;-;-;1;26
"352042 Ilha Comprida";-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;2;-;-;1;-;-;1;-;-;-;1;-;-;-;-;-;-;10
"352044 Ilha Solteira";-;1;-;1;-;1;-;12;-;-;16;67;-;-;-;1;-;-;-;2;-;-;-;-;-;1;-;-;-;5;-;-;-;-;-;-;107
"352040 Ilhabela";1;-;-;-;-;1;-;11;-;-;2;7;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;2;1;-;2;-;-;-;31
"352050 Indaiatuba";-;1;-;-;1;3;-;16;-;-;64;277;-;9;1;2;2;-;-;15;-;-;1;-;-;1;1;-;-;21;1;-;-;2;-;-;418
"352060 Indiana";-;-;-;-;-;-;-;2;-;-;-;3;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;-;-;-;-;-;8
"352070 Indiaporã";-;-;-;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"352080 Inúbia Paulista";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"352090 Ipaussu";-;-;-;-;-;1;-;3;-;-;1;8;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;3;-;-;1;-;-;-;19
"352100 Iperó";1;1;-;-;-;1;-;5;-;-;-;12;-;1;-;-;-;-;-;1;-;1;-;-;1;1;-;-;-;3;-;-;1;-;-;-;29
"352110 Ipeúna";-;-;-;-;-;-;-;2;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;2;-;-;-;8
"352115 Ipiguá";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"352120 Iporanga";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;1;-;-;5
"352130 Ipuã";-;-;-;-;-;1;-;6;-;-;1;23;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;2;-;-;-;-;-;-;36
"352140 Iracemápolis";-;-;-;-;-;1;-;4;-;-;4;14;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;4;-;1;-;-;-;-;30
"352150 Irapuã";-;-;-;-;-;-;-;2;-;-;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;6
"352160 Irapuru";1;-;-;-;-;-;-;4;-;-;-;5;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;11
"352170 Itaberá";-;1;-;-;-;1;-;6;-;-;4;1;-;1;-;1;-;-;-;-;-;4;-;-;-;1;-;-;-;3;-;-;-;1;-;-;24
"352180 Itaí";-;-;-;-;-;1;-;7;-;-;-;16;-;2;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;6;-;-;1;-;-;-;35
"352190 Itajobi";1;-;-;-;-;1;-;5;-;-;1;13;-;1;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;4;-;-;-;-;-;-;29
"352200 Itaju";-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"352210 Itanhaém";1;1;1;-;1;3;-;10;-;-;13;25;-;1;1;1;-;-;-;6;-;-;1;-;-;1;-;-;-;5;-;-;7;-;-;-;78
"352215 Itaóca";-;1;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"352220 Itapecerica da Serra";-;-;-;-;-;1;-;13;-;-;5;25;-;-;4;1;-;-;-;4;-;-;-;-;2;1;-;-;-;3;1;-;2;-;-;2;64
"352230 Itapetininga";-;1;1;-;-;2;-;22;-;2;28;299;-;1;-;2;-;-;-;5;-;2;-;-;-;1;1;-;-;14;1;-;4;-;-;-;386
"352240 Itapeva";-;1;1;-;1;1;-;26;-;-;17;166;-;2;-;1;1;-;-;18;-;1;1;-;1;1;1;-;-;6;1;-;2;-;-;6;255
"352250 Itapevi";-;1;1;-;-;3;-;15;-;-;14;37;-;1;-;2;-;-;-;7;-;-;-;1;4;1;-;-;-;8;2;-;6;-;-;-;103
"352260 Itapira";1;1;-;-;-;2;-;13;-;-;9;97;-;-;2;2;-;-;-;4;-;-;-;-;-;1;-;-;-;8;-;-;2;-;-;-;142
"352265 Itapirapuã Paulista";-;1;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;5
"352270 Itápolis";-;-;-;-;-;1;-;8;-;-;9;60;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;8;-;-;1;-;-;-;90
"352280 Itaporanga";-;-;-;-;-;-;-;5;-;-;1;1;-;1;-;1;-;-;2;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;13
"352290 Itapuí";-;-;-;-;-;-;-;4;-;-;1;2;-;-;-;1;-;-;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;11
"352300 Itapura";1;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;5
"352310 Itaquaquecetuba";-;1;1;-;-;-;-;17;-;-;13;24;-;-;-;1;-;-;1;6;-;-;5;-;-;1;-;-;-;7;3;-;5;1;-;-;86
"352320 Itararé";1;1;-;-;-;-;-;6;-;-;9;45;-;1;-;1;-;-;-;-;-;5;-;-;-;1;-;-;-;7;1;-;1;-;-;-;79
"352330 Itariri";1;-;-;-;-;-;-;6;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;1;-;-;-;-;-;1;13
"352340 Itatiba";2;-;-;-;-;2;-;20;-;-;33;105;-;-;-;2;1;-;-;4;-;-;2;-;-;1;-;-;-;11;2;-;1;-;-;-;186
"352350 Itatinga";-;-;-;-;-;-;-;3;-;-;3;14;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;22
"352360 Itirapina";-;-;-;-;-;-;-;3;-;-;1;15;-;-;-;1;-;-;-;-;-;2;-;-;-;1;-;-;-;1;-;-;2;-;-;-;26
"352370 Itirapuã";-;-;-;-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;6
"352380 Itobi";-;-;-;-;-;-;-;1;-;-;1;3;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"352390 Itu";-;1;1;-;1;2;-;16;-;1;3;192;-;2;1;2;-;-;-;70;-;-;3;-;-;1;1;-;-;23;2;-;-;2;-;-;324
"352400 Itupeva";-;-;-;-;-;1;-;12;-;-;5;24;-;-;1;1;-;-;-;2;-;-;-;-;-;1;-;-;-;4;-;-;-;1;-;-;52
"352410 Ituverava";-;-;-;-;-;1;-;14;-;-;8;149;-;-;-;2;-;-;-;2;-;-;-;-;-;1;2;-;-;9;1;-;1;-;-;-;190
"352420 Jaborandi";-;-;-;-;-;-;-;3;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;8
"352430 Jaboticabal";1;1;-;-;-;1;-;11;-;-;18;100;-;1;-;2;-;-;-;16;-;-;2;-;-;1;-;-;-;9;1;-;1;-;-;-;165
"352440 Jacareí";-;1;-;-;2;3;-;18;-;-;30;347;-;2;-;5;1;-;-;9;-;2;2;-;1;1;-;-;-;31;2;-;4;-;-;1;462
"352450 Jaci";-;-;-;-;-;-;-;3;-;-;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;10
"352460 Jacupiranga";-;-;-;-;-;-;-;6;-;-;1;7;-;1;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;1;1;-;-;-;-;-;20
"352470 Jaguariúna";-;1;-;-;-;1;-;10;-;-;6;36;-;1;-;1;1;-;-;17;-;1;1;-;-;1;-;-;-;8;1;-;2;2;-;1;91
"352480 Jales";1;1;1;-;-;1;-;11;-;-;15;165;-;1;1;1;-;-;-;2;-;-;1;-;-;1;-;-;-;16;2;-;3;-;-;-;223
"352490 Jambeiro";-;1;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;-;-;-;6
"352500 Jandira";-;1;-;-;-;1;-;10;-;-;14;12;-;1;-;-;1;-;-;2;-;-;1;-;-;1;-;-;-;1;3;-;1;-;-;-;49
"352510 Jardinópolis";-;-;-;-;-;-;-;12;-;-;7;34;-;1;-;-;-;-;-;3;-;-;1;-;-;1;-;-;-;2;1;-;1;-;-;1;64
"352520 Jarinu";-;1;-;-;-;-;-;4;-;-;2;8;-;1;-;1;-;-;-;-;-;1;-;-;-;1;-;-;-;4;1;1;-;-;-;1;26
"352530 Jaú";-;-;1;-;-;1;-;17;-;-;85;365;-;1;2;1;-;-;-;4;-;-;2;-;-;1;-;-;-;17;1;-;4;-;-;-;502
"352540 Jeriquara";-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"352550 Joanópolis";-;-;-;-;-;-;-;2;-;-;-;6;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;1;-;-;-;12
"352560 João Ramalho";-;-;-;-;-;-;-;2;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6
"352570 José Bonifácio";-;-;-;-;-;-;-;7;-;-;3;39;-;-;-;1;-;-;-;3;-;-;-;-;-;1;-;-;-;4;-;-;1;-;-;-;59
"352580 Júlio Mesquita";-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;3
"352585 Jumirim";-;1;-;-;-;-;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5
"352590 Jundiaí";1;2;1;-;8;4;-;37;-;-;208;1244;-;2;3;6;3;-;-;14;-;-;7;-;-;1;4;-;-;60;2;-;5;1;-;-;1613
"352600 Junqueirópolis";-;-;-;-;-;1;-;10;-;-;1;14;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;3;-;-;-;-;-;-;32
"352610 Juquiá";1;-;-;-;-;-;-;7;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;2;1;-;-;-;-;-;15
