"Município";"CENTRO DE APOIO A SAÚDE DA FAMÍLIA-CASF";"CENTRO DE ATENÇÃO HEMOTERÁPICA E/OU HEMATOLÓGICA";"CENTRO DE ATENÇÃO PSICOSSOCIAL-CAPS";"CENTRO DE PARTO NORMAL";"CENTRO DE SAUDE/UNIDADE BASICA DE SAUDE";"CENTRAL DE REGULACAO DE SERVICOS DE SAUDE";"CLINICA ESPECIALIZADA/AMBULATORIO ESPECIALIZADO";"CONSULTORIO";"COOPERATIVA";"FARMACIA";"HOSPITAL ESPECIALIZADO";"HOSPITAL GERAL";"HOSPITAL DIA";"LABORATORIO CENTRAL DE SAUDE PUBLICA - LACEN";"POLICLINICA";"POSTO DE SAUDE";"PRONTO ANTEDIMENTO";"PRONTO SOCORRO ESPECIALIZADO";"PRONTO SOCORRO GERAL";"SECRETARIA DE SAUDE";"UNIDADE DE SERVICO DE APOIO DE DIAGNOSE E TERAPIA";"UNIDADE DE VIGILANCIA EM SAUDE";"UNIDADE MISTA";"UNIDADE MOVEL DE NIVEL PRE-HOSP-URGENCIA/EMERGENCI";"UNIDADE MOVEL TERRESTRE";"Total"
"354890 São Carlos";1;-;2;-;26;1;35;183;-;-;-;3;-;-;39;-;-;-;2;1;32;-;-;2;1;328
"354900 São Francisco";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354910 São João da Boa Vista";1;-;2;-;11;-;24;303;-;1;-;2;1;-;2;-;-;-;1;2;11;1;-;-;-;362
"354920 São João das Duas Pontes";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;3
"354925 São João de Iracema";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"354930 São João do Pau d'Alho";-;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;3
"354940 São Joaquim da Barra";-;-;-;-;10;-;6;108;-;-;-;1;-;-;1;-;-;-;1;1;9;1;-;-;-;138
"354950 São José da Bela Vista";-;-;-;-;3;-;-;4;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;10
"354960 São José do Barreiro";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2;-;-;-;1;-;-;-;-;-;4
"354970 São José do Rio Pardo";-;-;1;-;4;-;33;59;1;-;-;1;-;-;5;-;-;-;1;1;13;-;-;-;-;119
"354980 São José do Rio Preto";1;3;5;-;29;2;279;232;2;3;5;7;1;1;44;-;5;-;-;2;62;2;-;1;1;687
"354990 São José dos Campos";-;2;4;-;39;-;128;959;1;1;9;11;4;-;29;1;-;2;5;1;52;1;1;1;2;1253
"354995 São Lourenço da Serra";-;-;-;-;4;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;7
"355000 São Luís do Paraitinga";-;-;-;-;4;-;-;2;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;8
"355010 São Manuel";-;-;-;-;6;-;-;41;-;-;-;1;-;-;-;-;-;-;-;1;8;-;-;-;-;57
"355020 São Miguel Arcanjo";-;-;1;-;9;-;2;23;-;-;-;-;-;-;1;-;-;-;1;1;1;1;-;-;1;41
"355030 São Paulo";-;-;54;2;569;14;1940;8813;8;27;51;150;20;1;216;17;4;7;20;3;579;36;1;22;8;12562
"355040 São Pedro";-;-;-;-;4;-;4;46;-;3;-;1;-;-;2;-;-;-;-;-;2;-;-;-;-;62
"355050 São Pedro do Turvo";-;-;-;-;3;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5
"355060 São Roque";-;-;1;-;9;-;21;145;1;-;-;2;-;-;8;-;-;-;-;1;9;-;-;-;-;197
"355070 São Sebastião";-;-;1;-;14;1;6;97;-;1;-;1;-;-;-;1;-;-;1;1;7;1;-;-;-;132
"355080 São Sebastião da Grama";-;-;-;-;5;-;2;12;-;-;-;1;-;-;-;-;-;-;1;-;2;2;-;-;-;25
"355090 São Simão";-;-;-;-;4;-;4;17;-;-;-;1;-;-;-;-;-;-;-;1;2;1;-;-;-;30
"355100 São Vicente";-;-;5;-;28;1;33;141;-;1;-;3;1;-;6;3;-;-;3;1;11;-;-;1;1;239
"355110 Sarapuí";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"355120 Sarutaiá";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355130 Sebastianópolis do Sul";-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355140 Serra Azul";-;-;-;-;5;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7
"355160 Serra Negra";-;-;1;-;1;-;4;31;-;-;-;1;-;-;3;6;-;-;-;1;5;1;-;-;-;54
"355150 Serrana";-;-;-;-;6;1;6;5;-;1;-;1;-;-;3;-;-;-;-;1;2;2;-;-;-;28
"355170 Sertãozinho";-;-;-;-;12;-;35;121;-;-;-;2;1;-;7;-;-;-;1;1;13;-;-;-;-;193
"355180 Sete Barras";-;-;-;-;4;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;5
"355190 Severínia";-;-;-;-;2;-;1;3;-;-;-;-;-;-;1;-;-;-;1;1;2;-;-;-;-;11
"355200 Silveiras";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;5
"355210 Socorro";-;-;1;-;5;-;1;22;-;-;-;1;-;-;1;6;-;-;-;1;5;1;-;-;-;44
"355220 Sorocaba";-;-;4;-;34;-;89;315;-;1;6;7;2;1;27;-;2;-;1;2;60;1;-;5;11;568
"355230 Sud Mennucci";-;-;-;-;2;-;-;3;-;-;-;1;-;-;-;-;-;-;-;1;1;1;-;-;-;9
"355240 Sumaré";-;-;1;-;24;1;16;79;-;1;-;1;1;-;15;2;1;-;1;1;15;2;-;-;-;161
"355255 Suzanápolis";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355250 Suzano";-;-;1;-;19;-;40;55;-;2;-;4;-;-;8;-;1;-;1;1;19;-;-;1;-;152
"355260 Tabapuã";-;-;-;-;1;-;2;3;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;9
"355270 Tabatinga";-;-;-;-;4;-;-;30;-;-;-;1;-;-;1;-;-;-;1;1;5;-;-;-;-;43
"355280 Taboão da Serra";-;-;2;-;11;1;25;35;-;1;1;3;-;-;9;-;-;1;1;-;6;1;-;1;-;98
"355290 Taciba";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"355300 Taguaí";-;-;-;-;1;-;-;6;-;-;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;11
"355310 Taiaçu";-;-;-;-;1;-;-;5;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;8
"355320 Taiúva";-;-;-;-;2;-;-;7;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;11
"355330 Tambaú";-;-;-;-;6;-;-;23;-;-;-;1;-;-;1;1;-;-;1;1;7;-;-;-;-;41
"355340 Tanabi";-;-;-;-;6;-;12;5;-;-;-;1;-;-;-;3;-;-;-;1;3;-;-;-;-;31
"355350 Tapiraí";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355360 Tapiratiba";-;-;-;-;2;-;-;3;-;-;-;1;-;-;1;1;-;-;-;1;-;-;-;-;-;9
"355365 Taquaral";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355370 Taquaritinga";-;-;2;-;8;-;10;85;1;-;-;1;-;-;2;-;-;-;1;1;10;-;-;-;1;122
"355380 Taquarituba";-;-;-;-;5;-;1;2;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;-;11
"355385 Taquarivaí";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355390 Tarabai";-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;2
"355395 Tarumã";-;-;1;-;4;-;2;-;-;-;-;-;-;-;-;-;1;-;-;1;2;-;-;-;-;11
"355400 Tatuí";-;-;-;-;15;-;29;232;-;-;-;1;-;-;5;1;-;-;2;1;18;-;-;1;1;306
"355410 Taubaté";-;-;2;-;52;-;122;335;-;-;1;4;2;1;4;-;1;-;1;2;32;-;-;-;3;562
"355420 Tejupá";-;-;-;-;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"355430 Teodoro Sampaio";-;-;-;-;9;-;2;9;-;-;-;1;-;-;-;-;-;-;-;1;4;1;-;-;-;27
"355440 Terra Roxa";-;-;-;-;4;-;1;6;-;-;-;1;-;-;-;-;-;-;1;1;-;-;-;-;-;14
"355450 Tietê";-;-;-;-;2;-;11;56;-;-;-;1;-;-;-;6;-;-;-;1;10;-;-;-;-;87
"355460 Timburi";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355465 Torre de Pedra";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355470 Torrinha";-;-;-;-;2;-;-;1;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;5
"355475 Trabiju";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355480 Tremembé";-;-;-;-;4;-;3;9;-;-;-;1;-;-;-;3;1;-;-;1;2;-;-;-;-;24
"355490 Três Fronteiras";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355495 Tuiuti";-;-;-;-;2;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;4
"355500 Tupã";1;-;-;-;6;-;5;80;-;-;3;2;-;-;6;7;-;-;-;2;8;-;-;-;-;120
"355510 Tupi Paulista";-;-;-;-;6;-;1;17;-;-;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;26
"355520 Turiúba";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355530 Turmalina";-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355535 Ubarana";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355540 Ubatuba";-;-;1;-;14;-;4;27;-;-;-;1;-;-;-;7;-;-;-;-;3;1;-;-;-;58
"355550 Ubirajara";-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;3
"355560 Uchoa";-;-;-;-;3;-;2;1;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;8
"355570 União Paulista";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355580 Urânia";-;-;-;-;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;6
"355590 Uru";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"355600 Urupês";-;-;-;-;3;-;2;1;-;-;-;1;-;-;-;-;-;-;-;1;1;-;-;-;-;9
"355610 Valentim Gentil";-;-;-;-;2;-;-;2;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;5
"355620 Valinhos";-;-;1;-;13;-;22;212;-;-;-;2;-;-;2;-;-;-;1;1;11;2;-;-;-;267
"355630 Valparaíso";-;-;-;-;6;-;2;11;-;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;21
"355635 Vargem";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355640 Vargem Grande do Sul";-;-;-;-;2;-;3;55;-;-;-;1;-;-;2;4;-;-;1;-;5;1;-;-;-;74
"355645 Vargem Grande Paulista";-;-;1;-;7;-;4;-;-;-;-;-;-;-;4;-;1;-;-;2;-;1;-;-;-;20
"355650 Várzea Paulista";-;-;1;-;14;-;5;6;-;-;-;1;-;-;1;-;-;-;-;1;3;-;-;-;-;32
"355660 Vera Cruz";-;-;-;-;1;-;2;7;-;-;-;-;-;-;-;1;-;-;1;1;-;-;-;-;-;13
"355670 Vinhedo";-;-;1;-;4;-;30;173;-;-;-;1;-;-;2;-;-;-;-;1;15;-;-;-;-;227
"355680 Viradouro";-;-;-;-;5;-;4;19;-;1;-;1;-;-;3;-;-;-;-;1;2;2;-;-;-;38
"355690 Vista Alegre do Alto";-;-;-;-;1;-;2;3;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;8
"355695 Vitória Brasil";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"355700 Votorantim";-;-;1;-;13;-;5;35;-;-;-;3;1;-;2;1;-;-;-;1;9;-;-;-;1;72
"355710 Votuporanga";-;-;1;-;14;-;16;174;-;1;-;2;-;-;1;-;-;-;-;1;14;-;-;-;1;225
"355715 Zacarias";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;2
"Total";8;16;293;2;4226;73;7414;34032;26;130;176;734;94;16;1348;356;64;22;192;529;3287;239;28;88;95;53488
&
